id,date,username,word_count,hashtags,replyCount,retweetCount,likeCount,quoteCount
1632875227762814976,2023-03-06 22:46:06+00:00,IGN,25,0,17,35,365,3
1632871450716561412,2023-03-06 22:31:05+00:00,IGN,20,0,11,19,296,6
1632863902261288964,2023-03-06 22:01:06+00:00,IGN,43,0,120,714,6149,89
1632856352061022212,2023-03-06 21:31:05+00:00,IGN,23,0,6,9,136,1
1632848809763168258,2023-03-06 21:01:07+00:00,IGN,1,0,0,5,73,1
1632841252172341250,2023-03-06 20:31:05+00:00,IGN,33,0,66,53,628,20
1632837729615577089,2023-03-06 20:17:06+00:00,IGN,25,0,63,356,3232,72
1632832678260080640,2023-03-06 19:57:01+00:00,IGN,31,0,5,3,81,2
1632826152514453505,2023-03-06 19:31:05+00:00,IGN,20,0,47,81,1003,91
1632818606785409025,2023-03-06 19:01:06+00:00,IGN,44,0,1,46,318,9
1632794974013075458,2023-03-06 17:27:12+00:00,IGN,10,0,37,103,2441,7
1632792183727169538,2023-03-06 17:16:07+00:00,IGN,19,0,8,9,125,0
1632788411210690560,2023-03-06 17:01:07+00:00,IGN,21,0,45,58,319,2
1632780857319587841,2023-03-06 16:31:06+00:00,IGN,29,0,24,56,714,6
1632777081074466816,2023-03-06 16:16:06+00:00,IGN,33,0,10,31,337,1
1632775120593846273,2023-03-06 16:08:18+00:00,IGN,2,0,2,77,603,3
1632775086766800898,2023-03-06 16:08:10+00:00,IGN,3,0,2,48,563,2
1632773314752966660,2023-03-06 16:01:08+00:00,IGN,37,0,37,96,2003,7
1632765756772327427,2023-03-06 15:31:06+00:00,IGN,18,0,47,126,1588,41
1632758214377840642,2023-03-06 15:01:08+00:00,IGN,15,0,20,263,2755,17
1632754819608739841,2023-03-06 14:47:38+00:00,IGN,18,0,113,416,3003,142
1632752165113454596,2023-03-06 14:37:05+00:00,IGN,39,0,48,74,1100,15
1632750656158068737,2023-03-06 14:31:06+00:00,IGN,14,0,4,47,233,3
1632743107811762176,2023-03-06 14:01:06+00:00,IGN,23,0,176,544,8026,113
1632735555678089223,2023-03-06 13:31:05+00:00,IGN,24,0,8,47,391,6
1632731779848101892,2023-03-06 13:16:05+00:00,IGN,13,0,16,115,595,8
1632728004794171396,2023-03-06 13:01:05+00:00,IGN,20,0,41,192,1835,26
1632720205133541378,2023-03-06 12:30:06+00:00,IGN,24,0,118,37,761,57
1632712672981532672,2023-03-06 12:00:10+00:00,IGN,28,0,27,45,456,2
1632705099544838148,2023-03-06 11:30:04+00:00,IGN,38,0,7,12,266,3
1632697574292430848,2023-03-06 11:00:10+00:00,IGN,38,0,28,40,417,10
1632689995705139204,2023-03-06 10:30:03+00:00,IGN,41,0,13,51,447,5
1632682469425045504,2023-03-06 10:00:09+00:00,IGN,19,0,4,18,181,2
1632674896462446593,2023-03-06 09:30:03+00:00,IGN,25,0,13,34,330,4
1632667368190083076,2023-03-06 09:00:08+00:00,IGN,27,0,66,25,446,8
1632659791775510528,2023-03-06 08:30:02+00:00,IGN,40,0,26,18,217,7
1632652249775079425,2023-03-06 08:00:04+00:00,IGN,25,0,197,308,5375,74
1632637179687063553,2023-03-06 07:00:11+00:00,IGN,20,0,172,42,1110,24
1632622308161462275,2023-03-06 06:01:05+00:00,IGN,47,0,3,22,151,0
1632614757831176193,2023-03-06 05:31:05+00:00,IGN,40,0,199,480,5809,174
1632607186303041541,2023-03-06 05:01:00+00:00,IGN,18,0,8,143,487,3
1632595883761061888,2023-03-06 04:16:05+00:00,IGN,33,0,25,130,1885,4
1632592086720724992,2023-03-06 04:01:00+00:00,IGN,32,0,9,54,437,0
1632584559106617347,2023-03-06 03:31:05+00:00,IGN,37,0,58,414,8740,32
1632580784400785408,2023-03-06 03:16:05+00:00,IGN,37,0,123,347,6450,46
1632577009376190464,2023-03-06 03:01:05+00:00,IGN,25,0,36,101,1971,8
1632561887694159872,2023-03-06 02:01:00+00:00,IGN,9,2,15,41,465,4
1632546811146534913,2023-03-06 01:01:05+00:00,IGN,38,0,6,64,869,4
1632531711031427072,2023-03-06 00:01:05+00:00,IGN,46,0,5,24,176,0
1632516611889299456,2023-03-05 23:01:05+00:00,IGN,36,0,35,237,2014,27
1632501489909346306,2023-03-05 22:01:00+00:00,IGN,21,0,23,73,694,3
1632493963029409792,2023-03-05 21:31:05+00:00,IGN,26,0,67,48,1009,19
1632486414821519361,2023-03-05 21:01:06+00:00,IGN,34,0,165,37,402,24
1632478840680329221,2023-03-05 20:31:00+00:00,IGN,17,0,15,24,177,3
1632471315775987716,2023-03-05 20:01:06+00:00,IGN,31,0,33,31,344,10
1632456191329845249,2023-03-05 19:01:00+00:00,IGN,38,0,1,28,188,0
1632441115583430658,2023-03-05 18:01:05+00:00,IGN,31,0,28,59,669,18
1632425765823283201,2023-03-05 17:00:06+00:00,IGN,27,0,20,15,244,8
1632410692715266048,2023-03-05 16:00:12+00:00,IGN,40,0,11,28,286,4
1632395817431584770,2023-03-05 15:01:05+00:00,IGN,29,0,13,36,405,3
1632395604138573826,2023-03-05 15:00:15+00:00,IGN,22,0,5,31,322,3
1632380480313016323,2023-03-05 14:00:09+00:00,IGN,27,0,105,185,2292,22
1632373167678210051,2023-03-05 13:31:05+00:00,IGN,19,0,15,46,440,5
1632365393292451841,2023-03-05 13:00:12+00:00,IGN,36,0,10,30,341,2
1632350277440241664,2023-03-05 12:00:08+00:00,IGN,18,0,39,20,269,4
1632335185168539652,2023-03-05 11:00:10+00:00,IGN,23,0,351,193,3501,150
1632320053591801856,2023-03-05 10:00:02+00:00,IGN,38,0,11,27,365,6
1632304983688216577,2023-03-05 09:00:09+00:00,IGN,26,0,15,52,624,6
1632289882499428352,2023-03-05 08:00:09+00:00,IGN,29,0,48,29,270,16
1632274808606998529,2023-03-05 07:00:15+00:00,IGN,36,0,10,32,304,2
1632259920488742918,2023-03-05 06:01:05+00:00,IGN,21,0,90,167,1571,20
1632244798236291074,2023-03-05 05:01:00+00:00,IGN,28,0,10,37,244,6
1632229742001700864,2023-03-05 04:01:10+00:00,IGN,30,0,93,65,969,37
1632214599595610112,2023-03-05 03:01:00+00:00,IGN,35,0,4,29,264,2
1632199522670596100,2023-03-05 02:01:05+00:00,IGN,21,0,210,345,4986,128
1632198513156030464,2023-03-05 01:57:04+00:00,IGN,2,0,23,115,991,10
1632198509175746560,2023-03-05 01:57:04+00:00,IGN,2,0,7,189,1233,12
1632198504452898817,2023-03-05 01:57:02+00:00,IGN,28,0,88,692,5645,148
1632184422865805312,2023-03-05 01:01:05+00:00,IGN,22,0,282,93,1439,94
1632176850662461442,2023-03-05 00:31:00+00:00,IGN,19,0,11,46,306,10
1632169324877160449,2023-03-05 00:01:05+00:00,IGN,38,0,40,43,538,1
1632154201449955328,2023-03-04 23:01:00+00:00,IGN,37,0,21,28,243,7
1632139126093881344,2023-03-04 22:01:05+00:00,IGN,21,0,23,45,551,6
1632131552183304192,2023-03-04 21:31:00+00:00,IGN,20,0,62,298,2124,125
1632124026175778816,2023-03-04 21:01:05+00:00,IGN,24,0,14,25,162,4
1632108902820216832,2023-03-04 20:01:00+00:00,IGN,21,0,10,25,237,7
1632093829791727617,2023-03-04 19:01:06+00:00,IGN,21,0,46,136,916,32
1632078728153948161,2023-03-04 18:01:06+00:00,IGN,37,0,6,47,447,6
1632063413210828806,2023-03-04 17:00:14+00:00,IGN,26,0,31,87,931,5
1632048311099162625,2023-03-04 16:00:14+00:00,IGN,17,0,8,21,204,0
1632033203694215172,2023-03-04 15:00:12+00:00,IGN,22,0,8,20,168,1
1632018113892843523,2023-03-04 14:00:14+00:00,IGN,24,0,266,119,1369,82
1632010778294337537,2023-03-04 13:31:05+00:00,IGN,23,0,7,19,216,7
1632003043276226560,2023-03-04 13:00:21+00:00,IGN,18,0,95,247,2302,76
1631987921564704769,2023-03-04 12:00:16+00:00,IGN,16,0,11,38,428,10
1631973029876989953,2023-03-04 11:01:05+00:00,IGN,22,0,13,13,156,2
1631972810187849728,2023-03-04 11:00:13+00:00,IGN,21,0,8,27,240,0
1631957699893121025,2023-03-04 10:00:10+00:00,IGN,23,0,99,252,3955,42
1631942620141199360,2023-03-04 09:00:15+00:00,IGN,33,0,215,412,7824,81
1631927522953777154,2023-03-04 08:00:15+00:00,IGN,21,0,13,79,731,0
1631919953661026306,2023-03-04 07:30:11+00:00,IGN,15,0,41,85,943,7
1631912394128519168,2023-03-04 07:00:08+00:00,IGN,24,0,11,22,177,0
1631897509818941440,2023-03-04 06:01:00+00:00,IGN,17,0,11,66,359,4
1631882410487889921,2023-03-04 05:01:00+00:00,IGN,37,0,5,35,279,1
1631867311278948354,2023-03-04 04:01:00+00:00,IGN,21,0,9,21,161,1
1631859783970979840,2023-03-04 03:31:05+00:00,IGN,32,0,57,113,901,32
1631852211709018112,2023-03-04 03:01:00+00:00,IGN,27,0,3,17,140,0
1631844684413665281,2023-03-04 02:31:05+00:00,IGN,27,0,4,18,193,1
1631829586798419968,2023-03-04 01:31:06+00:00,IGN,21,0,9,16,178,2
1631826997964857345,2023-03-04 01:20:48+00:00,IGN,46,0,7,21,182,1
1631822034836631552,2023-03-04 01:01:05+00:00,IGN,39,0,62,463,6820,90
1631814486343528448,2023-03-04 00:31:05+00:00,IGN,41,0,312,151,2215,130
1631806957039370240,2023-03-04 00:01:10+00:00,IGN,33,0,27,50,440,12
1631799386995924993,2023-03-03 23:31:05+00:00,IGN,26,0,38,149,1574,40
1631795710936100864,2023-03-03 23:16:29+00:00,IGN,21,0,36,21,254,11
1631791837127090176,2023-03-03 23:01:05+00:00,IGN,48,0,268,460,7101,75
1631784287585304578,2023-03-03 22:31:05+00:00,IGN,40,0,45,28,402,2
1631776738878410753,2023-03-03 22:01:06+00:00,IGN,37,0,647,236,7015,233
1631775339218370560,2023-03-03 21:55:32+00:00,IGN,20,0,20,31,213,4
1631769188464316418,2023-03-03 21:31:05+00:00,IGN,18,0,35,18,237,5
1631761639820197889,2023-03-03 21:01:06+00:00,IGN,28,0,33,265,2083,34
1631760456942780416,2023-03-03 20:56:24+00:00,IGN,18,1,6,21,257,3
1631754070548512768,2023-03-03 20:31:01+00:00,IGN,29,0,20,56,487,4
1631750714086097052,2023-03-03 20:17:41+00:00,IGN,46,1,8,17,163,0
1631746540069945356,2023-03-03 20:01:06+00:00,IGN,36,0,24,58,1212,8
1631738990821867550,2023-03-03 19:31:06+00:00,IGN,25,0,12,28,230,2
1631731450725781504,2023-03-03 19:01:08+00:00,IGN,32,0,1808,1769,12057,4473
1631723890828353557,2023-03-03 18:31:06+00:00,IGN,19,0,8,65,379,11
1631705500503900185,2023-03-03 17:18:01+00:00,IGN,44,0,11,30,302,5
1631705023771029504,2023-03-03 17:16:07+00:00,IGN,10,0,35,793,7749,49
1631689915682390025,2023-03-03 16:16:05+00:00,IGN,16,0,133,140,1383,131
1631674817098272770,2023-03-03 15:16:06+00:00,IGN,19,0,15,43,425,7
1631674816381038594,2023-03-03 15:16:05+00:00,IGN,39,0,2,15,94,2
1631663492368351239,2023-03-03 14:31:06+00:00,IGN,22,0,16,51,378,2
1631659717553451010,2023-03-03 14:16:06+00:00,IGN,48,0,23,115,1680,8
1631658607870607360,2023-03-03 14:11:41+00:00,IGN,31,0,3,26,178,0
1631655943137112069,2023-03-03 14:01:06+00:00,IGN,25,0,3,21,144,2
1631610443708915717,2023-03-03 11:00:18+00:00,IGN,32,0,10,52,409,4
1631602855281926147,2023-03-03 10:30:09+00:00,IGN,33,0,11,22,161,1
1631595328662118402,2023-03-03 10:00:14+00:00,IGN,28,0,15,34,282,6
1631580255570755584,2023-03-03 09:00:20+00:00,IGN,21,0,5,26,192,1
1631572656297320452,2023-03-03 08:30:09+00:00,IGN,15,0,7,111,316,1
1631565139672530944,2023-03-03 08:00:16+00:00,IGN,30,0,28,43,438,3
1631557568081412097,2023-03-03 07:30:11+00:00,IGN,21,0,227,62,1479,83
1631550047342022656,2023-03-03 07:00:18+00:00,IGN,20,0,6,100,293,0
1631542693976219649,2023-03-03 06:31:05+00:00,IGN,34,0,1,21,150,1
1631535122003673089,2023-03-03 06:01:00+00:00,IGN,35,0,6,36,257,1
1631527594393739264,2023-03-03 05:31:05+00:00,IGN,16,0,12,49,219,5
1631520151530004480,2023-03-03 05:01:30+00:00,IGN,35,0,12,39,245,2
1631512494974939137,2023-03-03 04:31:05+00:00,IGN,27,0,6,28,221,1
1631504945353465858,2023-03-03 04:01:05+00:00,IGN,25,0,47,79,733,18
1631497396415868928,2023-03-03 03:31:05+00:00,IGN,30,0,8,24,198,1
1631489845947166720,2023-03-03 03:01:05+00:00,IGN,31,0,155,588,6807,117
1631482296195772417,2023-03-03 02:31:05+00:00,IGN,24,0,7,21,207,1
1631474768338722817,2023-03-03 02:01:10+00:00,IGN,32,0,37,188,1290,19
1631469838182019072,2023-03-03 01:41:35+00:00,IGN,6,0,5,77,392,3
1631467196445605894,2023-03-03 01:31:05+00:00,IGN,32,0,2,21,135,1
1631463421819363328,2023-03-03 01:16:05+00:00,IGN,32,0,10,37,389,1
1631459669527887872,2023-03-03 01:01:10+00:00,IGN,29,0,11,51,520,11
1631456014859132928,2023-03-03 00:46:39+00:00,IGN,12,2,36,36,610,24
1631455849674600448,2023-03-03 00:46:00+00:00,IGN,41,0,5,17,151,0
1631452097542586370,2023-03-03 00:31:05+00:00,IGN,25,0,3,24,190,4
1631448574520164353,2023-03-03 00:17:05+00:00,IGN,41,0,4,26,150,1
1631444549540118528,2023-03-03 00:01:06+00:00,IGN,36,0,391,304,5538,144
1631440750213840897,2023-03-02 23:46:00+00:00,IGN,20,0,29,48,410,17
1631436998006145033,2023-03-02 23:31:05+00:00,IGN,25,0,8,42,277,3
1631433223233306625,2023-03-02 23:16:05+00:00,IGN,19,0,15,36,224,10
1631429449915809792,2023-03-02 23:01:06+00:00,IGN,34,0,65,239,1569,88
1631425675394465795,2023-03-02 22:46:06+00:00,IGN,32,0,10,40,317,1
1631421899027755008,2023-03-02 22:31:05+00:00,IGN,23,0,77,103,2196,16
1631418124569329664,2023-03-02 22:16:05+00:00,IGN,36,0,170,60,1201,38
1631414127972298753,2023-03-02 22:00:12+00:00,IGN,19,0,49,111,357,24
1631399251530874883,2023-03-02 21:01:06+00:00,IGN,27,0,42,52,644,13
1631398959301423107,2023-03-02 20:59:56+00:00,IGN,1,0,6,8,63,1
1631391703335575559,2023-03-02 20:31:06+00:00,IGN,31,0,135,51,779,17
1631388178232778752,2023-03-02 20:17:06+00:00,IGN,33,0,15,23,370,5
1631384152686600197,2023-03-02 20:01:06+00:00,IGN,27,0,45,128,3133,19
1631376602767433740,2023-03-02 19:31:06+00:00,IGN,19,0,28,68,566,26
1631375330693771264,2023-03-02 19:26:02+00:00,IGN,30,0,3,3,81,1
1631369053641007134,2023-03-02 19:01:06+00:00,IGN,36,0,80,489,5514,74
1631361503033974798,2023-03-02 18:31:06+00:00,IGN,34,0,13,18,209,1
1631353954188574721,2023-03-02 18:01:06+00:00,IGN,23,0,21,30,522,9
1631346404797947930,2023-03-02 17:31:06+00:00,IGN,34,0,1,14,138,0
1631338993622163462,2023-03-02 17:01:39+00:00,IGN,23,0,21,24,178,3
1631336411285602304,2023-03-02 16:51:23+00:00,IGN,30,1,16,36,438,7
1631331303692935172,2023-03-02 16:31:06+00:00,IGN,21,0,29,51,627,4
1631325052808429568,2023-03-02 16:06:15+00:00,IGN,31,0,9,115,940,11
1631320241119666176,2023-03-02 15:47:08+00:00,IGN,19,0,14,31,277,4
1631316205217652737,2023-03-02 15:31:06+00:00,IGN,27,0,67,85,959,76
1631308907640508417,2023-03-02 15:02:06+00:00,IGN,25,0,6,50,311,3
1631308645660086278,2023-03-02 15:01:04+00:00,IGN,20,2,7,25,195,0
1631301103680618497,2023-03-02 14:31:05+00:00,IGN,32,0,22,34,399,4
1631293558631149568,2023-03-02 14:01:07+00:00,IGN,43,0,60,144,2147,34
1631293557871919107,2023-03-02 14:01:06+00:00,IGN,20,0,7,21,240,0
1631286003301335042,2023-03-02 13:31:05+00:00,IGN,37,0,2,13,208,1
1631278242882543616,2023-03-02 13:00:15+00:00,IGN,24,0,14,16,252,1
1631270903118954497,2023-03-02 12:31:05+00:00,IGN,25,0,5,22,241,1
1631270657190232064,2023-03-02 12:30:06+00:00,IGN,19,0,11,18,186,0
1631263122143997957,2023-03-02 12:00:10+00:00,IGN,34,0,2,15,157,1
1631255551421079560,2023-03-02 11:30:05+00:00,IGN,21,0,11,23,208,6
1631248058968096771,2023-03-02 11:00:19+00:00,IGN,20,0,15,14,164,3
1631240461791772672,2023-03-02 10:30:07+00:00,IGN,27,0,23,29,425,2
1631232944143581189,2023-03-02 10:00:15+00:00,IGN,20,0,1,22,184,2
1631225361177485312,2023-03-02 09:30:07+00:00,IGN,20,0,11,17,300,2
1631217841566351361,2023-03-02 09:00:14+00:00,IGN,27,0,9,12,140,0
1631210256469565440,2023-03-02 08:30:06+00:00,IGN,17,0,26,26,241,10
1631195151702847488,2023-03-02 07:30:04+00:00,IGN,21,0,11,22,240,1
1631187708562362370,2023-03-02 07:00:30+00:00,IGN,16,0,6,22,304,1
1631180306366488576,2023-03-02 06:31:05+00:00,IGN,33,0,5,24,216,1
1631172734418911232,2023-03-02 06:01:00+00:00,IGN,17,0,26,52,397,11
1631165206603628548,2023-03-02 05:31:05+00:00,IGN,32,1,5,18,223,4
1631157634681413634,2023-03-02 05:01:00+00:00,IGN,25,0,3,27,251,0
1631150107163783168,2023-03-02 04:31:05+00:00,IGN,28,0,12,25,273,2
1631142535430021121,2023-03-02 04:01:00+00:00,IGN,26,0,7,51,281,6
1631135007799492608,2023-03-02 03:31:05+00:00,IGN,25,0,3,15,176,0
1631127436334170112,2023-03-02 03:01:00+00:00,IGN,18,0,7,32,253,3
1631122970541260800,2023-03-02 02:43:15+00:00,IGN,41,0,6,23,181,1
1631119908560838657,2023-03-02 02:31:05+00:00,IGN,22,0,10,32,225,4
1631112336315670528,2023-03-02 02:01:00+00:00,IGN,29,0,4,49,296,2
1631104809238511616,2023-03-02 01:31:05+00:00,IGN,38,0,9,29,253,3
1631101034025172992,2023-03-02 01:16:05+00:00,IGN,25,0,66,53,664,12
1631097236817063939,2023-03-02 01:01:00+00:00,IGN,27,0,3,25,218,7
1631092995784314881,2023-03-02 00:44:09+00:00,IGN,12,1,11,186,1839,9
1631089710641676289,2023-03-02 00:31:05+00:00,IGN,29,0,6,11,99,0
1631085934614659074,2023-03-02 00:16:05+00:00,IGN,24,0,28,19,389,6
1631082161410285574,2023-03-02 00:01:05+00:00,IGN,52,0,28,116,2219,8
1631074611444998144,2023-03-01 23:31:05+00:00,IGN,25,0,14,29,201,5
1631070836156137472,2023-03-01 23:16:05+00:00,IGN,21,0,13,32,319,5
1631067062708711431,2023-03-01 23:01:06+00:00,IGN,27,0,53,60,1375,18
1631063452390227970,2023-03-01 22:46:45+00:00,IGN,10,2,11,43,355,10
1631059511208296448,2023-03-01 22:31:05+00:00,IGN,36,0,14,43,312,7
1631051964556427265,2023-03-01 22:01:06+00:00,IGN,28,0,72,323,6129,31
1631044413454532608,2023-03-01 21:31:06+00:00,IGN,30,0,7,48,208,4
1631036865334722563,2023-03-01 21:01:06+00:00,IGN,32,0,118,140,1503,675
1631029315696570368,2023-03-01 20:31:06+00:00,IGN,31,0,10,30,365,4
1631022413461766146,2023-03-01 20:03:40+00:00,IGN,39,0,68,199,3541,62
1631014214193012737,2023-03-01 19:31:06+00:00,IGN,32,0,80,78,763,289
1631007879770656770,2023-03-01 19:05:55+00:00,IGN,28,0,32,111,1661,41
1631007342140575763,2023-03-01 19:03:47+00:00,IGN,28,0,20,167,1447,23
1630999243451236359,2023-03-01 18:31:36+00:00,IGN,36,0,163,64,514,53
1630995592695668736,2023-03-01 18:17:06+00:00,IGN,27,0,10,42,300,8
1630991571519778817,2023-03-01 18:01:07+00:00,IGN,37,0,41,74,723,33
1630988052851040260,2023-03-01 17:47:08+00:00,IGN,47,0,7,11,130,1
1630984121760481300,2023-03-01 17:31:31+00:00,IGN,36,0,8,28,264,5
1630980493041598480,2023-03-01 17:17:06+00:00,IGN,37,0,12,42,588,11
1630976680717058061,2023-03-01 17:01:57+00:00,IGN,40,0,39,25,433,18
1630976470100090881,2023-03-01 17:01:07+00:00,IGN,25,0,8,52,339,7
1630968916280238080,2023-03-01 16:31:06+00:00,IGN,19,0,7,25,229,1
1630965393501061129,2023-03-01 16:17:06+00:00,IGN,32,0,8,35,269,7
1630961370140233733,2023-03-01 16:01:07+00:00,IGN,12,0,7,15,166,2
1630957848858357767,2023-03-01 15:47:07+00:00,IGN,28,0,6,24,241,2
1630953818195107841,2023-03-01 15:31:06+00:00,IGN,35,0,26,112,2480,6
1630946269618110467,2023-03-01 15:01:06+00:00,IGN,26,0,9,14,147,6
1630938716859518977,2023-03-01 14:31:06+00:00,IGN,18,0,124,400,8503,63
1630932201930993666,2023-03-01 14:05:12+00:00,IGN,17,1,12,30,222,0
1630931167892455429,2023-03-01 14:01:06+00:00,IGN,44,0,26,45,607,3
1630927392091824128,2023-03-01 13:46:06+00:00,IGN,25,0,11,24,259,11
1630919841061142531,2023-03-01 13:16:05+00:00,IGN,39,0,11,39,349,1
1630916068456779777,2023-03-01 13:01:06+00:00,IGN,38,0,11,48,389,12
1630912542045347841,2023-03-01 12:47:05+00:00,IGN,20,0,25,30,328,8
1630889172335558656,2023-03-01 11:14:13+00:00,IGN,1,0,28,268,2481,13
1630885661891764227,2023-03-01 11:00:16+00:00,IGN,30,0,0,23,133,4
1630878084881629185,2023-03-01 10:30:10+00:00,IGN,22,0,0,12,112,1
1630870550246457347,2023-03-01 10:00:13+00:00,IGN,20,0,2,12,130,1
1630862969495011328,2023-03-01 09:30:06+00:00,IGN,38,0,11,17,198,3
1630855405306798082,2023-03-01 09:00:03+00:00,IGN,35,0,25,12,161,2
1630847861133901825,2023-03-01 08:30:04+00:00,IGN,11,0,15,22,184,2
1630840340344176640,2023-03-01 08:00:11+00:00,IGN,15,0,6,14,165,1
1630832757575122945,2023-03-01 07:30:03+00:00,IGN,33,0,4,15,185,0
1630825247992602624,2023-03-01 07:00:13+00:00,IGN,24,0,11,21,206,3
1630810346364755971,2023-03-01 06:01:00+00:00,IGN,21,0,16,44,453,1
1630795246937292800,2023-03-01 05:01:00+00:00,IGN,30,0,5,24,197,1
1630780147539255297,2023-03-01 04:01:00+00:00,IGN,31,0,21,22,208,7
1630765048321941505,2023-03-01 03:01:00+00:00,IGN,35,0,14,45,273,2
1630753295806640128,2023-03-01 02:14:18+00:00,IGN,14,0,12,51,467,3
1630749970667126784,2023-03-01 02:01:05+00:00,IGN,49,0,160,371,5630,70
1630742398472163329,2023-03-01 01:31:00+00:00,IGN,33,0,4,20,154,2
1630739768651972608,2023-03-01 01:20:33+00:00,IGN,43,0,7,17,200,0
1630738658168049665,2023-03-01 01:16:08+00:00,IGN,24,0,15,19,282,2
1630734871491493897,2023-03-01 01:01:05+00:00,IGN,34,0,76,77,1096,19
1630727321802997760,2023-03-01 00:31:05+00:00,IGN,25,0,34,24,174,10
1630719771955146754,2023-03-01 00:01:05+00:00,IGN,36,0,446,250,3691,284
1630717889480359937,2023-02-28 23:53:36+00:00,IGN,4,0,39,321,2468,14
1630712224229597184,2023-02-28 23:31:06+00:00,IGN,29,0,52,30,274,12
1630705116712927239,2023-02-28 23:02:51+00:00,IGN,41,0,14,62,340,13
1630697124802306048,2023-02-28 22:31:06+00:00,IGN,19,0,138,72,1179,28
1630689575076020224,2023-02-28 22:01:06+00:00,IGN,31,0,61,62,1065,12
1630680582626881538,2023-02-28 21:25:22+00:00,IGN,21,0,37,61,851,18
1630674585166159872,2023-02-28 21:01:32+00:00,IGN,19,0,46,338,2229,62
1630666925914071079,2023-02-28 20:31:06+00:00,IGN,22,0,7,64,564,4
1630661067649982475,2023-02-28 20:07:49+00:00,IGN,41,0,18,71,506,9
1630651826327396352,2023-02-28 19:31:06+00:00,IGN,18,0,25,137,1166,20
1630646401842421765,2023-02-28 19:09:32+00:00,IGN,25,0,14,52,474,9
1630640752924475392,2023-02-28 18:47:05+00:00,IGN,37,0,6,25,186,1
1630640476792700928,2023-02-28 18:46:00+00:00,IGN,26,0,12,18,210,3
1630633058440298496,2023-02-28 18:16:31+00:00,IGN,33,0,5,14,130,3
1630629372250996741,2023-02-28 18:01:52+00:00,IGN,31,0,7,23,164,3
1630625412559585293,2023-02-28 17:46:08+00:00,IGN,38,0,27,40,557,3
1630623013258379276,2023-02-28 17:36:36+00:00,IGN,34,0,71,68,401,21
1630621630203326464,2023-02-28 17:31:06+00:00,IGN,20,0,1,5,84,4
1630620370020581395,2023-02-28 17:26:06+00:00,IGN,23,0,20,23,152,6
1630615354014679063,2023-02-28 17:06:10+00:00,IGN,35,0,7,11,119,0
1630614082272346129,2023-02-28 17:01:07+00:00,IGN,32,0,12,123,1264,7
1630610567898578957,2023-02-28 16:47:09+00:00,IGN,24,0,4,5,101,1
1630606528792211456,2023-02-28 16:31:06+00:00,IGN,20,0,14,34,277,7
1630587635075874816,2023-02-28 15:16:01+00:00,IGN,20,0,87,72,360,15
1630583879856799747,2023-02-28 15:01:06+00:00,IGN,39,0,89,42,716,18
1630575070463631360,2023-02-28 14:26:06+00:00,IGN,27,0,15,42,255,5
1630573811824205826,2023-02-28 14:21:05+00:00,IGN,33,0,26,48,318,14
1630572554040557569,2023-02-28 14:16:06+00:00,IGN,38,0,22,148,2073,31
1630571293392134144,2023-02-28 14:11:05+00:00,IGN,23,0,81,142,2148,25
1630570036531286018,2023-02-28 14:06:05+00:00,IGN,25,0,35,56,612,15
1630568780043632640,2023-02-28 14:01:06+00:00,IGN,23,0,10,73,445,14
1630561227393978368,2023-02-28 13:31:05+00:00,IGN,20,0,5,103,354,1
1630523268569366529,2023-02-28 11:00:15+00:00,IGN,20,0,4,30,378,3
1630515677009158145,2023-02-28 10:30:05+00:00,IGN,17,0,4,62,201,0
1630514396274343937,2023-02-28 10:25:00+00:00,IGN,30,1,5,27,220,1
1630508149789605892,2023-02-28 10:00:10+00:00,IGN,17,0,15,63,457,0
1630504854987632641,2023-02-28 09:47:05+00:00,IGN,25,0,10,15,126,2
1630500570787184640,2023-02-28 09:30:03+00:00,IGN,23,0,2,41,192,0
1630497053695434752,2023-02-28 09:16:05+00:00,IGN,32,0,3,30,226,1
1630493084650799107,2023-02-28 09:00:19+00:00,IGN,23,0,31,43,244,10
1630489755887517696,2023-02-28 08:47:05+00:00,IGN,14,0,46,219,3443,36
1630485469623468033,2023-02-28 08:30:03+00:00,IGN,28,0,15,40,332,2
1630477948267397126,2023-02-28 08:00:10+00:00,IGN,16,0,3,35,149,0
1630470371106344960,2023-02-28 07:30:03+00:00,IGN,20,0,11,40,315,1
1630466832670027779,2023-02-28 07:16:00+00:00,IGN,9,0,16,98,486,17
1630462850765398017,2023-02-28 07:00:10+00:00,IGN,28,0,4,16,148,0
1630455530664738816,2023-02-28 06:31:05+00:00,IGN,18,0,7,55,312,11
1630447958499168258,2023-02-28 06:01:00+00:00,IGN,15,0,21,81,321,1
1630440430465679360,2023-02-28 05:31:05+00:00,IGN,24,0,6,23,205,5
1630432858933456897,2023-02-28 05:01:00+00:00,IGN,27,0,12,51,280,6
1630425331453632513,2023-02-28 04:31:05+00:00,IGN,34,0,8,29,152,0
1630417759610757124,2023-02-28 04:01:00+00:00,IGN,25,0,5,68,504,12
1630410231803944961,2023-02-28 03:31:05+00:00,IGN,23,0,6,27,250,1
1630402660364075008,2023-02-28 03:01:00+00:00,IGN,29,0,9,31,214,8
1630397578461462529,2023-02-28 02:40:48+00:00,IGN,7,1,22,131,861,15
1630395132917719040,2023-02-28 02:31:05+00:00,IGN,27,0,48,28,252,22
